"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature"
0.709,0.885,2,-0.671,1,0.0445,0.229,0,0.0774,0.842,144.995,audio_features,6IE2VhuNxqk8Sg3V77zVj4,spotify:track:6IE2VhuNxqk8Sg3V77zVj4,https://api.spotify.com/v1/tracks/6IE2VhuNxqk8Sg3V77zVj4,https://api.spotify.com/v1/audio-analysis/6IE2VhuNxqk8Sg3V77zVj4,238345,4
0.745,0.895,5,-1.242,1,0.042,0.244,0,0.231,0.886,145.982,audio_features,7jBTbbvJ8M7NauQNyKW7zv,spotify:track:7jBTbbvJ8M7NauQNyKW7zv,https://api.spotify.com/v1/tracks/7jBTbbvJ8M7NauQNyKW7zv,https://api.spotify.com/v1/audio-analysis/7jBTbbvJ8M7NauQNyKW7zv,269178,4
0.635,0.906,8,-2.696,0,0.0872,0.443,0,0.13,0.765,175.054,audio_features,2WbuPK3UJlRwpOwS7E8k0O,spotify:track:2WbuPK3UJlRwpOwS7E8k0O,https://api.spotify.com/v1/tracks/2WbuPK3UJlRwpOwS7E8k0O,https://api.spotify.com/v1/audio-analysis/2WbuPK3UJlRwpOwS7E8k0O,211199,4
0.758,0.804,0,-2.414,1,0.0313,0.275,0.0000783,0.221,0.7,140.017,audio_features,72cVMeFuj99LIdelfhOrE9,spotify:track:72cVMeFuj99LIdelfhOrE9,https://api.spotify.com/v1/tracks/72cVMeFuj99LIdelfhOrE9,https://api.spotify.com/v1/audio-analysis/72cVMeFuj99LIdelfhOrE9,241714,4
0.708,0.853,2,-3.191,1,0.0325,0.185,0.000276,0.102,0.778,144.945,audio_features,3Gx4Q5idciFKEeP1D7CCaZ,spotify:track:3Gx4Q5idciFKEeP1D7CCaZ,https://api.spotify.com/v1/tracks/3Gx4Q5idciFKEeP1D7CCaZ,https://api.spotify.com/v1/audio-analysis/3Gx4Q5idciFKEeP1D7CCaZ,305793,4
0.69,0.884,7,-3.574,1,0.0303,0.0818,0,0.318,0.891,143.943,audio_features,69KQZQ4s8Pt9AvUI5NbSUo,spotify:track:69KQZQ4s8Pt9AvUI5NbSUo,https://api.spotify.com/v1/tracks/69KQZQ4s8Pt9AvUI5NbSUo,https://api.spotify.com/v1/audio-analysis/69KQZQ4s8Pt9AvUI5NbSUo,284519,4
0.61,0.766,3,-4.516,1,0.028,0.205,0,0.174,0.62,145.081,audio_features,4YDqtHM6Q93RzS1nGp2dRF,spotify:track:4YDqtHM6Q93RzS1nGp2dRF,https://api.spotify.com/v1/tracks/4YDqtHM6Q93RzS1nGp2dRF,https://api.spotify.com/v1/audio-analysis/4YDqtHM6Q93RzS1nGp2dRF,326976,4
0.698,0.888,9,-3.087,1,0.0305,0.0741,0,0.147,0.905,147.936,audio_features,5Q1J59K5OEvsxRBT6Elgbw,spotify:track:5Q1J59K5OEvsxRBT6Elgbw,https://api.spotify.com/v1/tracks/5Q1J59K5OEvsxRBT6Elgbw,https://api.spotify.com/v1/audio-analysis/5Q1J59K5OEvsxRBT6Elgbw,266123,4
0.519,0.903,2,-3.711,0,0.0345,0.0153,0,0.329,0.7,169.963,audio_features,5urnf7Nn7El3gOjuTbQWZo,spotify:track:5urnf7Nn7El3gOjuTbQWZo,https://api.spotify.com/v1/tracks/5urnf7Nn7El3gOjuTbQWZo,https://api.spotify.com/v1/audio-analysis/5urnf7Nn7El3gOjuTbQWZo,299077,4
0.66,0.773,2,-4.345,1,0.0249,0.0954,0,0.238,0.56,129.982,audio_features,3xB2CIhmdqXOZ3mVEFSQrl,spotify:track:3xB2CIhmdqXOZ3mVEFSQrl,https://api.spotify.com/v1/tracks/3xB2CIhmdqXOZ3mVEFSQrl,https://api.spotify.com/v1/audio-analysis/3xB2CIhmdqXOZ3mVEFSQrl,251277,4
