"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","artist","track_name"
0.439,0.738,5,-7.822,0,0.039,0.582,0.00388,0.175,0.578,83.099,audio_features,3mTX7zaiCd1frwKLkBrWhB,spotify:track:3mTX7zaiCd1frwKLkBrWhB,https://api.spotify.com/v1/tracks/3mTX7zaiCd1frwKLkBrWhB,https://api.spotify.com/v1/audio-analysis/3mTX7zaiCd1frwKLkBrWhB,385907,4,yuni-ayunda,Gadis Malaysia
0.43,0.79,5,-6.831,1,0.0392,0.172,0.0000419,0.413,0.89,157.744,audio_features,3UlTovLV9xugljD0IVCevv,spotify:track:3UlTovLV9xugljD0IVCevv,https://api.spotify.com/v1/tracks/3UlTovLV9xugljD0IVCevv,https://api.spotify.com/v1/audio-analysis/3UlTovLV9xugljD0IVCevv,191982,4,yuni-ayunda,Call Me
0.665,0.701,5,-6.931,0,0.0332,0.599,0.0000878,0.356,0.688,140.132,audio_features,40ENRDwqM4OBaoXpQ5XUJS,spotify:track:40ENRDwqM4OBaoXpQ5XUJS,https://api.spotify.com/v1/tracks/40ENRDwqM4OBaoXpQ5XUJS,https://api.spotify.com/v1/audio-analysis/40ENRDwqM4OBaoXpQ5XUJS,318963,4,yuni-ayunda,Kelayung Layung
0.644,0.638,7,-8.107,0,0.0289,0.259,0.0000173,0.125,0.735,92.456,audio_features,2oNQtuYAndndBDV5tyjaF4,spotify:track:2oNQtuYAndndBDV5tyjaF4,https://api.spotify.com/v1/tracks/2oNQtuYAndndBDV5tyjaF4,https://api.spotify.com/v1/audio-analysis/2oNQtuYAndndBDV5tyjaF4,430640,4,yuni-ayunda,Bahtera Cinta Berlalu
0.621,0.709,4,-6.548,0,0.0303,0.179,0.00049,0.384,0.793,99.961,audio_features,7eIOtu5CSpMqejk33LBQvf,spotify:track:7eIOtu5CSpMqejk33LBQvf,https://api.spotify.com/v1/tracks/7eIOtu5CSpMqejk33LBQvf,https://api.spotify.com/v1/audio-analysis/7eIOtu5CSpMqejk33LBQvf,336520,4,yuni-ayunda,Seramania
0.735,0.814,4,-8.036,0,0.0357,0.548,0.000161,0.296,0.908,146.079,audio_features,4u17rVEOZSjbhlQFbO13yF,spotify:track:4u17rVEOZSjbhlQFbO13yF,https://api.spotify.com/v1/tracks/4u17rVEOZSjbhlQFbO13yF,https://api.spotify.com/v1/audio-analysis/4u17rVEOZSjbhlQFbO13yF,219480,4,yuni-ayunda,Cipika Cipiki
0.599,0.843,5,-3.656,0,0.0435,0.206,0.000979,0.103,0.75,180.141,audio_features,4pMdooRUypXlvKsaudqGZI,spotify:track:4pMdooRUypXlvKsaudqGZI,https://api.spotify.com/v1/tracks/4pMdooRUypXlvKsaudqGZI,https://api.spotify.com/v1/audio-analysis/4pMdooRUypXlvKsaudqGZI,322320,4,yuni-ayunda,Artis Panggung
0.738,0.625,4,-9.633,0,0.0331,0.347,0.000412,0.413,0.775,100.014,audio_features,7dCeaCElX3Ms2tjLX2D7BT,spotify:track:7dCeaCElX3Ms2tjLX2D7BT,https://api.spotify.com/v1/tracks/7dCeaCElX3Ms2tjLX2D7BT,https://api.spotify.com/v1/audio-analysis/7dCeaCElX3Ms2tjLX2D7BT,251520,4,yuni-ayunda,Aku Rindu Kamu Mau
0.676,0.753,4,-2.545,0,0.0256,0.188,0,0.124,0.828,139.941,audio_features,4pexwH1x3QzIRjY1JzAYrF,spotify:track:4pexwH1x3QzIRjY1JzAYrF,https://api.spotify.com/v1/tracks/4pexwH1x3QzIRjY1JzAYrF,https://api.spotify.com/v1/audio-analysis/4pexwH1x3QzIRjY1JzAYrF,271820,4,yuni-ayunda,Aku Bukan Bang Toyib
0.751,0.763,6,-3.089,0,0.0265,0.282,0.00000644,0.248,0.9,134.949,audio_features,13mAHgcWHjgOIBfel05vQa,spotify:track:13mAHgcWHjgOIBfel05vQa,https://api.spotify.com/v1/tracks/13mAHgcWHjgOIBfel05vQa,https://api.spotify.com/v1/audio-analysis/13mAHgcWHjgOIBfel05vQa,230046,4,yuni-ayunda,Nenekku Pahlawanku
