"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","artist","track_name"
0.532,0.801,9,-5.705,1,0.0308,0.0355,0.187,0.227,0.644,163.951,audio_features,4HL8m8MlWAdVmdvkrWKXjM,spotify:track:4HL8m8MlWAdVmdvkrWKXjM,https://api.spotify.com/v1/tracks/4HL8m8MlWAdVmdvkrWKXjM,https://api.spotify.com/v1/audio-analysis/4HL8m8MlWAdVmdvkrWKXjM,258064,4,wiwik-sagita,Selingkuh (Ft. Rifki)
0.651,0.9,6,-4.343,0,0.0388,0.00614,0.106,0.3,0.889,140.038,audio_features,4ZjeAdTmCs5qlN7YAUm3Yi,spotify:track:4ZjeAdTmCs5qlN7YAUm3Yi,https://api.spotify.com/v1/tracks/4ZjeAdTmCs5qlN7YAUm3Yi,https://api.spotify.com/v1/audio-analysis/4ZjeAdTmCs5qlN7YAUm3Yi,328072,4,wiwik-sagita,Brongos
0.666,0.925,8,-4.518,0,0.0405,0.103,0.112,0.127,0.785,91.995,audio_features,0TzuIXtVscMYCrfORaM3cT,spotify:track:0TzuIXtVscMYCrfORaM3cT,https://api.spotify.com/v1/tracks/0TzuIXtVscMYCrfORaM3cT,https://api.spotify.com/v1/audio-analysis/0TzuIXtVscMYCrfORaM3cT,407066,4,wiwik-sagita,Oke Bos
0.659,0.791,3,-5.821,0,0.0325,0.0892,0.000176,0.129,0.725,155.006,audio_features,4EdGWvGmMnKjrgzKmLgAlW,spotify:track:4EdGWvGmMnKjrgzKmLgAlW,https://api.spotify.com/v1/tracks/4EdGWvGmMnKjrgzKmLgAlW,https://api.spotify.com/v1/audio-analysis/4EdGWvGmMnKjrgzKmLgAlW,261146,4,wiwik-sagita,Biarlah Pergi
0.675,0.88,1,-4.76,1,0.0309,0.0572,0.145,0.225,0.737,135.009,audio_features,4l2zQZA5ranow8d1bF06X8,spotify:track:4l2zQZA5ranow8d1bF06X8,https://api.spotify.com/v1/tracks/4l2zQZA5ranow8d1bF06X8,https://api.spotify.com/v1/audio-analysis/4l2zQZA5ranow8d1bF06X8,361822,4,wiwik-sagita,Pak Lek
0.58,0.756,4,-3.032,0,0.0295,0.0662,0,0.116,0.92,160.126,audio_features,65NtPPqkpIL5w9RhiZbmDv,spotify:track:65NtPPqkpIL5w9RhiZbmDv,https://api.spotify.com/v1/tracks/65NtPPqkpIL5w9RhiZbmDv,https://api.spotify.com/v1/audio-analysis/65NtPPqkpIL5w9RhiZbmDv,342667,4,wiwik-sagita,Sate Wedhus - Live
0.65,0.829,4,-1.811,0,0.0596,0.133,0,0.514,0.642,139.976,audio_features,2eXzncGHwtPHAPhTMxhoof,spotify:track:2eXzncGHwtPHAPhTMxhoof,https://api.spotify.com/v1/tracks/2eXzncGHwtPHAPhTMxhoof,https://api.spotify.com/v1/audio-analysis/2eXzncGHwtPHAPhTMxhoof,284493,4,wiwik-sagita,Babu Ngamen - Live
0.725,0.816,9,-2.324,0,0.0306,0.0546,0,0.319,0.687,135.044,audio_features,1HbY6m5BrBUPQtQZs9KCi3,spotify:track:1HbY6m5BrBUPQtQZs9KCi3,https://api.spotify.com/v1/tracks/1HbY6m5BrBUPQtQZs9KCi3,https://api.spotify.com/v1/audio-analysis/1HbY6m5BrBUPQtQZs9KCi3,259547,4,wiwik-sagita,Mlarat Kerat - Live
0.555,0.947,2,-2.578,0,0.067,0.023,0.00000149,0.37,0.577,165.009,audio_features,2gHOfMtbaywYPVG2JHYRUU,spotify:track:2gHOfMtbaywYPVG2JHYRUU,https://api.spotify.com/v1/tracks/2gHOfMtbaywYPVG2JHYRUU,https://api.spotify.com/v1/audio-analysis/2gHOfMtbaywYPVG2JHYRUU,382533,4,wiwik-sagita,Wedi Karo Bojomu - Live
0.642,0.808,10,-4.371,1,0.03,0.412,0.0000453,0.378,0.751,99.981,audio_features,1VLLzwPt2JQMAN6zLaXsYT,spotify:track:1VLLzwPt2JQMAN6zLaXsYT,https://api.spotify.com/v1/tracks/1VLLzwPt2JQMAN6zLaXsYT,https://api.spotify.com/v1/audio-analysis/1VLLzwPt2JQMAN6zLaXsYT,370800,4,wiwik-sagita,Ndemok Bokong - Live
