"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","artist","track_name"
0.294,0.612,2,-3.545,0,0.0343,0.624,0.00268,0.0708,0.494,95.961,audio_features,1ZWXhcHKqM8m6oJa6K5SjH,spotify:track:1ZWXhcHKqM8m6oJa6K5SjH,https://api.spotify.com/v1/tracks/1ZWXhcHKqM8m6oJa6K5SjH,https://api.spotify.com/v1/audio-analysis/1ZWXhcHKqM8m6oJa6K5SjH,479453,4,eny-sagita,Terkatung Katung
0.211,0.776,0,-3.725,0,0.0655,0.612,0.00156,0.192,0.7,172.802,audio_features,3KZ3d9i0zyMWaOshQTovr7,spotify:track:3KZ3d9i0zyMWaOshQTovr7,https://api.spotify.com/v1/tracks/3KZ3d9i0zyMWaOshQTovr7,https://api.spotify.com/v1/audio-analysis/3KZ3d9i0zyMWaOshQTovr7,504307,4,eny-sagita,Gus Dur
0.332,0.789,0,-3.184,0,0.036,0.551,0.00000437,0.241,0.667,138.936,audio_features,7IjvRbikSIAZ9VZi7fLLSY,spotify:track:7IjvRbikSIAZ9VZi7fLLSY,https://api.spotify.com/v1/tracks/7IjvRbikSIAZ9VZi7fLLSY,https://api.spotify.com/v1/audio-analysis/7IjvRbikSIAZ9VZi7fLLSY,357680,4,eny-sagita,Stasiun Balapam
0.376,0.591,9,-4.015,0,0.0355,0.902,0.158,0.239,0.653,132.925,audio_features,6xRVFd3dHxPcqohc4kRTmj,spotify:track:6xRVFd3dHxPcqohc4kRTmj,https://api.spotify.com/v1/tracks/6xRVFd3dHxPcqohc4kRTmj,https://api.spotify.com/v1/audio-analysis/6xRVFd3dHxPcqohc4kRTmj,401533,4,eny-sagita,Tresno Sudro
0.207,0.84,1,-2.778,1,0.0425,0.28,0.0000103,0.401,0.604,153.46,audio_features,7c9194LATLg2crMmDUbowA,spotify:track:7c9194LATLg2crMmDUbowA,https://api.spotify.com/v1/tracks/7c9194LATLg2crMmDUbowA,https://api.spotify.com/v1/audio-analysis/7c9194LATLg2crMmDUbowA,316200,4,eny-sagita,Sakit Rindu
0.314,0.904,10,-2.178,1,0.0488,0.488,0.0000145,0.3,0.64,151.081,audio_features,6jQu0bU5JHo7OuzFD2naPh,spotify:track:6jQu0bU5JHo7OuzFD2naPh,https://api.spotify.com/v1/tracks/6jQu0bU5JHo7OuzFD2naPh,https://api.spotify.com/v1/audio-analysis/6jQu0bU5JHo7OuzFD2naPh,384507,4,eny-sagita,Ojo Suwe Suwe
0.241,0.789,2,-2.391,1,0.0462,0.503,0.0000534,0.128,0.717,145.254,audio_features,7Jp8GwqsVaUL7XhvlmfBIN,spotify:track:7Jp8GwqsVaUL7XhvlmfBIN,https://api.spotify.com/v1/tracks/7Jp8GwqsVaUL7XhvlmfBIN,https://api.spotify.com/v1/audio-analysis/7Jp8GwqsVaUL7XhvlmfBIN,444480,4,eny-sagita,Saat Jumpa Pertama
0.248,0.697,2,-2.251,0,0.0353,0.48,0.00114,0.126,0.485,143.329,audio_features,11qhjeaHDNJA0zX3mvjlsK,spotify:track:11qhjeaHDNJA0zX3mvjlsK,https://api.spotify.com/v1/tracks/11qhjeaHDNJA0zX3mvjlsK,https://api.spotify.com/v1/audio-analysis/11qhjeaHDNJA0zX3mvjlsK,301360,4,eny-sagita,Langit Mendhung Kutho Ngawi
0.226,0.886,11,-2.609,0,0.0577,0.459,0.0000137,0.446,0.482,143.536,audio_features,61MlizWYYagnXgN3QJwxom,spotify:track:61MlizWYYagnXgN3QJwxom,https://api.spotify.com/v1/tracks/61MlizWYYagnXgN3QJwxom,https://api.spotify.com/v1/audio-analysis/61MlizWYYagnXgN3QJwxom,402467,4,eny-sagita,Birunya Rindu
0.728,0.66,4,-7.12,1,0.0331,0.657,0.00101,0.304,0.713,145.022,audio_features,049CEClfckzvbB0x6pcjF6,spotify:track:049CEClfckzvbB0x6pcjF6,https://api.spotify.com/v1/tracks/049CEClfckzvbB0x6pcjF6,https://api.spotify.com/v1/audio-analysis/049CEClfckzvbB0x6pcjF6,278069,4,eny-sagita,Kalah Cepet
0.717,0.744,10,-5.135,0,0.0321,0.332,0,0.337,0.788,97.517,audio_features,2s2ibIqDQ0YHkK0F4Wyr9u,spotify:track:2s2ibIqDQ0YHkK0F4Wyr9u,https://api.spotify.com/v1/tracks/2s2ibIqDQ0YHkK0F4Wyr9u,https://api.spotify.com/v1/audio-analysis/2s2ibIqDQ0YHkK0F4Wyr9u,270707,4,eny-sagita,Doremi
0.754,0.706,8,-6.625,0,0.0313,0.0966,0.000154,0.118,0.874,94.977,audio_features,6fbMQ96XorlpYXkxL6Wc30,spotify:track:6fbMQ96XorlpYXkxL6Wc30,https://api.spotify.com/v1/tracks/6fbMQ96XorlpYXkxL6Wc30,https://api.spotify.com/v1/audio-analysis/6fbMQ96XorlpYXkxL6Wc30,226105,4,eny-sagita,Sahur Yuk Sahur
