"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature"
0.423,0.467,0,-9.986,1,0.0322,0.413,0.0000056,0.111,0.455,138.69,audio_features,62dueRjioOQM0lAWX2RlRh,spotify:track:62dueRjioOQM0lAWX2RlRh,https://api.spotify.com/v1/tracks/62dueRjioOQM0lAWX2RlRh,https://api.spotify.com/v1/audio-analysis/62dueRjioOQM0lAWX2RlRh,524095,4
0.571,0.684,2,-8.138,1,0.0492,0.16,0,0.0804,0.619,143.548,audio_features,1aWV8u1VtGE8MqXcthHDPV,spotify:track:1aWV8u1VtGE8MqXcthHDPV,https://api.spotify.com/v1/tracks/1aWV8u1VtGE8MqXcthHDPV,https://api.spotify.com/v1/audio-analysis/1aWV8u1VtGE8MqXcthHDPV,304144,4
0.453,0.633,9,-7.877,0,0.0309,0.219,0,0.239,0.573,95.931,audio_features,10drqCrb4D8zCfHrONLzVG,spotify:track:10drqCrb4D8zCfHrONLzVG,https://api.spotify.com/v1/tracks/10drqCrb4D8zCfHrONLzVG,https://api.spotify.com/v1/audio-analysis/10drqCrb4D8zCfHrONLzVG,309211,4
0.572,0.616,10,-8.642,1,0.0348,0.251,0,0.057,0.741,139.374,audio_features,25ZVNco8JBa7YQgykRO6EL,spotify:track:25ZVNco8JBa7YQgykRO6EL,https://api.spotify.com/v1/tracks/25ZVNco8JBa7YQgykRO6EL,https://api.spotify.com/v1/audio-analysis/25ZVNco8JBa7YQgykRO6EL,264255,4
0.486,0.669,8,-8.124,0,0.0366,0.115,0,0.0752,0.686,156.461,audio_features,5JP8xuwX23DciJW2sfTRER,spotify:track:5JP8xuwX23DciJW2sfTRER,https://api.spotify.com/v1/tracks/5JP8xuwX23DciJW2sfTRER,https://api.spotify.com/v1/audio-analysis/5JP8xuwX23DciJW2sfTRER,388153,4
0.574,0.611,5,-9.094,1,0.0325,0.266,0,0.0822,0.535,138.761,audio_features,0kBsdQel5dQoAgdhoYv5HR,spotify:track:0kBsdQel5dQoAgdhoYv5HR,https://api.spotify.com/v1/tracks/0kBsdQel5dQoAgdhoYv5HR,https://api.spotify.com/v1/audio-analysis/0kBsdQel5dQoAgdhoYv5HR,290900,4
0.526,0.704,0,-8.167,1,0.0336,0.0909,0,0.0949,0.625,89.223,audio_features,34dKXyoQgBdeSOaBLmdXOb,spotify:track:34dKXyoQgBdeSOaBLmdXOb,https://api.spotify.com/v1/tracks/34dKXyoQgBdeSOaBLmdXOb,https://api.spotify.com/v1/audio-analysis/34dKXyoQgBdeSOaBLmdXOb,366211,4
0.554,0.63,2,-8.259,0,0.0314,0.193,0,0.0422,0.644,139.506,audio_features,4dBThsAlQBsl4dPh5i8S7q,spotify:track:4dBThsAlQBsl4dPh5i8S7q,https://api.spotify.com/v1/tracks/4dBThsAlQBsl4dPh5i8S7q,https://api.spotify.com/v1/audio-analysis/4dBThsAlQBsl4dPh5i8S7q,340872,4
0.564,0.562,2,-10.323,1,0.033,0.108,0.00000439,0.0563,0.423,156.962,audio_features,3aFz1SaJsrH5rmTCDy0Vf0,spotify:track:3aFz1SaJsrH5rmTCDy0Vf0,https://api.spotify.com/v1/tracks/3aFz1SaJsrH5rmTCDy0Vf0,https://api.spotify.com/v1/audio-analysis/3aFz1SaJsrH5rmTCDy0Vf0,240405,4
0.612,0.787,6,-4.026,1,0.033,0.247,0.0000285,0.552,0.556,149.947,audio_features,4mOcih6uH1bjIYpFLaijdF,spotify:track:4mOcih6uH1bjIYpFLaijdF,https://api.spotify.com/v1/tracks/4mOcih6uH1bjIYpFLaijdF,https://api.spotify.com/v1/audio-analysis/4mOcih6uH1bjIYpFLaijdF,369385,4
0.743,0.617,0,-5.868,0,0.0272,0.577,0.000774,0.14,0.467,122.007,audio_features,0qOeukjnUksMyzfZi5chGk,spotify:track:0qOeukjnUksMyzfZi5chGk,https://api.spotify.com/v1/tracks/0qOeukjnUksMyzfZi5chGk,https://api.spotify.com/v1/audio-analysis/0qOeukjnUksMyzfZi5chGk,225121,4
0.637,0.667,6,-4.529,1,0.0274,0.549,0.00000936,0.166,0.381,134.941,audio_features,6ti7ckFIkAhod6zlb3ubZA,spotify:track:6ti7ckFIkAhod6zlb3ubZA,https://api.spotify.com/v1/tracks/6ti7ckFIkAhod6zlb3ubZA,https://api.spotify.com/v1/audio-analysis/6ti7ckFIkAhod6zlb3ubZA,295921,4
0.608,0.705,11,-4.317,0,0.0305,0.339,0.000143,0.359,0.591,139.862,audio_features,0p3BKcZwNm0XSqCvGQnoMw,spotify:track:0p3BKcZwNm0XSqCvGQnoMw,https://api.spotify.com/v1/tracks/0p3BKcZwNm0XSqCvGQnoMw,https://api.spotify.com/v1/audio-analysis/0p3BKcZwNm0XSqCvGQnoMw,257113,4
0.713,0.623,9,-5.329,0,0.0266,0.627,0.000781,0.145,0.461,124.975,audio_features,2BXdtnHNXLhe4t4lPPxFaj,spotify:track:2BXdtnHNXLhe4t4lPPxFaj,https://api.spotify.com/v1/tracks/2BXdtnHNXLhe4t4lPPxFaj,https://api.spotify.com/v1/audio-analysis/2BXdtnHNXLhe4t4lPPxFaj,404545,4
0.635,0.749,7,-4.852,0,0.0288,0.444,0.00122,0.498,0.442,142.993,audio_features,4SfkniapcWX24jVw5wQeu0,spotify:track:4SfkniapcWX24jVw5wQeu0,https://api.spotify.com/v1/tracks/4SfkniapcWX24jVw5wQeu0,https://api.spotify.com/v1/audio-analysis/4SfkniapcWX24jVw5wQeu0,279193,4
0.637,0.67,5,-4.44,1,0.0248,0.558,0.000281,0.133,0.466,139.917,audio_features,6tHuJ8iAtBrZ3N9VJf6RLY,spotify:track:6tHuJ8iAtBrZ3N9VJf6RLY,https://api.spotify.com/v1/tracks/6tHuJ8iAtBrZ3N9VJf6RLY,https://api.spotify.com/v1/audio-analysis/6tHuJ8iAtBrZ3N9VJf6RLY,200929,4
0.646,0.716,1,-4.759,1,0.0262,0.616,0.00000552,0.283,0.696,144.975,audio_features,13ljyMlPtyB2nhkmmFhB6x,spotify:track:13ljyMlPtyB2nhkmmFhB6x,https://api.spotify.com/v1/tracks/13ljyMlPtyB2nhkmmFhB6x,https://api.spotify.com/v1/audio-analysis/13ljyMlPtyB2nhkmmFhB6x,274393,4
0.723,0.738,2,-4.083,0,0.0287,0.315,0.0000025,0.182,0.818,145.038,audio_features,1AU6EUpN19hd7wuBQ1qoPM,spotify:track:1AU6EUpN19hd7wuBQ1qoPM,https://api.spotify.com/v1/tracks/1AU6EUpN19hd7wuBQ1qoPM,https://api.spotify.com/v1/audio-analysis/1AU6EUpN19hd7wuBQ1qoPM,238465,4
0.59,0.743,0,-4.271,1,0.0327,0.362,0.0000434,0.186,0.538,165.005,audio_features,5ARfpzL9lu3FPNkUFxD3ZC,spotify:track:5ARfpzL9lu3FPNkUFxD3ZC,https://api.spotify.com/v1/tracks/5ARfpzL9lu3FPNkUFxD3ZC,https://api.spotify.com/v1/audio-analysis/5ARfpzL9lu3FPNkUFxD3ZC,275953,4
0.62,0.787,0,-3.815,0,0.0287,0.351,0.00000138,0.215,0.544,146.922,audio_features,0SrVuJYPJG8QRSziIH4dmg,spotify:track:0SrVuJYPJG8QRSziIH4dmg,https://api.spotify.com/v1/tracks/0SrVuJYPJG8QRSziIH4dmg,https://api.spotify.com/v1/audio-analysis/0SrVuJYPJG8QRSziIH4dmg,262777,4
0.622,0.699,10,-3.731,1,0.0249,0.588,0.0000164,0.224,0.553,133.995,audio_features,0hXKwWcrzuoRbcd4jzgy2O,spotify:track:0hXKwWcrzuoRbcd4jzgy2O,https://api.spotify.com/v1/tracks/0hXKwWcrzuoRbcd4jzgy2O,https://api.spotify.com/v1/audio-analysis/0hXKwWcrzuoRbcd4jzgy2O,270961,4
0.547,0.758,9,-4.119,1,0.0305,0.321,0.0162,0.25,0.791,160.007,audio_features,64ct9AMKHhC2PTegSmyyNw,spotify:track:64ct9AMKHhC2PTegSmyyNw,https://api.spotify.com/v1/tracks/64ct9AMKHhC2PTegSmyyNw,https://api.spotify.com/v1/audio-analysis/64ct9AMKHhC2PTegSmyyNw,283009,4
0.692,0.736,2,-4.507,1,0.0279,0.57,0.0000395,0.28,0.75,139.997,audio_features,5C1uPy3tZN2wYdaFxRkH3i,spotify:track:5C1uPy3tZN2wYdaFxRkH3i,https://api.spotify.com/v1/tracks/5C1uPy3tZN2wYdaFxRkH3i,https://api.spotify.com/v1/audio-analysis/5C1uPy3tZN2wYdaFxRkH3i,290857,4
0.645,0.567,2,-9.909,1,0.0445,0.342,0,0.317,0.761,138.095,audio_features,4y4DMc5z959CHKkmDOmQ4G,spotify:track:4y4DMc5z959CHKkmDOmQ4G,https://api.spotify.com/v1/tracks/4y4DMc5z959CHKkmDOmQ4G,https://api.spotify.com/v1/audio-analysis/4y4DMc5z959CHKkmDOmQ4G,333636,4
0.682,0.576,2,-9.343,1,0.032,0.501,0.00327,0.105,0.876,129.589,audio_features,0MPctzcnHXWpvNPREBek5x,spotify:track:0MPctzcnHXWpvNPREBek5x,https://api.spotify.com/v1/tracks/0MPctzcnHXWpvNPREBek5x,https://api.spotify.com/v1/audio-analysis/0MPctzcnHXWpvNPREBek5x,220630,4
0.382,0.744,4,-6.831,0,0.0289,0.533,0.000593,0.383,0.677,151.647,audio_features,7CySesiVGLwCYv5VdLSCDe,spotify:track:7CySesiVGLwCYv5VdLSCDe,https://api.spotify.com/v1/tracks/7CySesiVGLwCYv5VdLSCDe,https://api.spotify.com/v1/audio-analysis/7CySesiVGLwCYv5VdLSCDe,296803,4
0.336,0.731,7,-7.982,1,0.0323,0.182,0.00000827,0.097,0.684,166.545,audio_features,6GstUAEcghOQpFBJ6keBTQ,spotify:track:6GstUAEcghOQpFBJ6keBTQ,https://api.spotify.com/v1/tracks/6GstUAEcghOQpFBJ6keBTQ,https://api.spotify.com/v1/audio-analysis/6GstUAEcghOQpFBJ6keBTQ,268173,4
0.339,0.686,5,-8.957,0,0.0324,0.257,0.00000503,0.115,0.671,174.097,audio_features,5UCrcQGyWwfuku8uvJIqFA,spotify:track:5UCrcQGyWwfuku8uvJIqFA,https://api.spotify.com/v1/tracks/5UCrcQGyWwfuku8uvJIqFA,https://api.spotify.com/v1/audio-analysis/5UCrcQGyWwfuku8uvJIqFA,240248,4
0.639,0.489,4,-10.818,1,0.0332,0.268,0,0.107,0.699,140.073,audio_features,2KqRE4cWpnr2RPHHzoVmxW,spotify:track:2KqRE4cWpnr2RPHHzoVmxW,https://api.spotify.com/v1/tracks/2KqRE4cWpnr2RPHHzoVmxW,https://api.spotify.com/v1/audio-analysis/2KqRE4cWpnr2RPHHzoVmxW,383765,4
0.367,0.853,9,-5.4,0,0.0329,0.361,0.00487,0.111,0.748,162.446,audio_features,1kcIsIjZnfCGsxIE5tyGwS,spotify:track:1kcIsIjZnfCGsxIE5tyGwS,https://api.spotify.com/v1/tracks/1kcIsIjZnfCGsxIE5tyGwS,https://api.spotify.com/v1/audio-analysis/1kcIsIjZnfCGsxIE5tyGwS,236121,4
0.437,0.501,2,-10.752,1,0.0411,0.216,0,0.0387,0.708,97.509,audio_features,5UJiIbP0YGGQX2syWYkJ9Y,spotify:track:5UJiIbP0YGGQX2syWYkJ9Y,https://api.spotify.com/v1/tracks/5UJiIbP0YGGQX2syWYkJ9Y,https://api.spotify.com/v1/audio-analysis/5UJiIbP0YGGQX2syWYkJ9Y,356519,4
0.688,0.85,2,-5.889,1,0.0319,0.521,0.00132,0.0902,0.964,145.486,audio_features,60dPPJMIuEjenJcAfDvrMY,spotify:track:60dPPJMIuEjenJcAfDvrMY,https://api.spotify.com/v1/tracks/60dPPJMIuEjenJcAfDvrMY,https://api.spotify.com/v1/audio-analysis/60dPPJMIuEjenJcAfDvrMY,249078,4
0.571,0.606,7,-6.891,0,0.0322,0.341,0.000246,0.174,0.944,117.371,audio_features,5xHUVBCyzmXdayvvSGaUV3,spotify:track:5xHUVBCyzmXdayvvSGaUV3,https://api.spotify.com/v1/tracks/5xHUVBCyzmXdayvvSGaUV3,https://api.spotify.com/v1/audio-analysis/5xHUVBCyzmXdayvvSGaUV3,219481,4
0.47,0.647,9,-7.736,0,0.0301,0.356,0.00000376,0.207,0.569,160.267,audio_features,573TzoaWB9yVSzsYYkgPgY,spotify:track:573TzoaWB9yVSzsYYkgPgY,https://api.spotify.com/v1/tracks/573TzoaWB9yVSzsYYkgPgY,https://api.spotify.com/v1/audio-analysis/573TzoaWB9yVSzsYYkgPgY,311719,4
0.721,0.528,2,-9.365,1,0.0323,0.597,0.00446,0.117,0.953,124.72,audio_features,2llNhPF3FMaMH9YKxzh23o,spotify:track:2llNhPF3FMaMH9YKxzh23o,https://api.spotify.com/v1/tracks/2llNhPF3FMaMH9YKxzh23o,https://api.spotify.com/v1/audio-analysis/2llNhPF3FMaMH9YKxzh23o,260049,4
